Referencia;Peso(Kg/m);d(mm);bf(mm);tw(mm);tf(mm);r(mm);dint(mm);T(mm);A(cm2);Apint(m2/m); Amasa(m2/t);Ixx(cm4);Sx(cm3);Zx(cm3);rx(cm);Av(cm2);Iyy(cm4);Sy(cm3);Zy(cm3);ry(cm);Ss(cm);J(cm4);Cw(cm6)
HE180C;69.8;190;183;11.5;19;15;152;122;89;1.063;15.22;5543;583.4;675;7.8;27.29;1944;212.4;324.9;4.6;6.7;101.4;141800
HE180B;51.2;180;180;8.5;14;15;152;122;65.3;1.037;20.25;3831;425.6;481.4;7.6;20.24;1362;151.4;231;4.5;5.4;42.21;93740
HE180A;35.5;171;180;6;9.5;15;152;122;45.3;1.024;28.83;2510;293.6;324.8;7.4;14.47;924.6;102.7;156.4;4.5;4.2;14.88;60210
HE180AA;28.7;167;180;5;7.5;15;152;122;36.5;1.018;35.5;1966;235.5;258.2;7.3;12.15;729.9;81.1;123.5;4.4;3.7;8.314;46360
HE160M;76.2;180;166;14;23;15;134;104;97.1;0.97;12.73;5098;566.4;674.5;7.2;30.81;1758;211.8;325.4;4.2;7.7;160.5;108000
HE160C;59.2;170;163;11;18;15;134;104;75.4;0.944;15.96;3704;435.7;507.6;7;24.05;1302;159.8;244.8;4.1;6.4;78.69;75040
HE160B;42.6;160;160;8;13;15;134;104;54.3;0.918;21.56;2491;311.4;353.9;6.7;17.59;889.2;111.1;169.9;4;5.1;31.27;47940
HE160A;30.4;152;160;6;9;15;134;104;38.8;0.906;29.77;1672;220.1;245.1;6.5;13.21;615.5;76.94;117.6;3.9;4.1;12.09;31400
HE160AA;23.8;148;160;4.5;7;15;134;104;30.4;0.901;37.8;1282;173.3;190.4;6.5;10.37;478.7;59.84;91.36;3.9;3.6;6.431;23750
HE140M;63.2;160;146;13;22;12;116;92;80.6;0.857;13.55;3291;411.4;493.8;6.3;24.45;1144;156.7;240.5;3.7;7.1;118.6;54320
HE140C;48.2;150;143;10;17;12;116;92;61.5;0.831;17.23;2329;310.6;363.8;6.1;18.61;830.2;116.1;177.6;3.6;5.8;55.37;36630
HE140B;33.7;140;140;7;12;12;116;92;43;0.805;23.87;1509;215.6;245.4;5.9;13.07;549.6;78.52;119.7;3.5;4.5;20.15;22470
HE140A;24.7;133;140;5.5;8.5;12;116;92;31.4;0.794;32.2;1033;155.3;173.4;5.7;10.12;389.3;55.61;84.84;3.5;3.6;8.101;15060
HE140AA;18.1;128;140;4.3;6;12;116;92;23;0.787;43.54;719.4;112.4;123.7;5.5;7.922;274.8;39.26;59.93;3.4;3;3.433;10210
HE120M;52.1;140;126;12.5;21;12;98;74;66.4;0.738;14.16;2017;288.2;350.6;5.5;21.15;702.7;111.5;171.6;3.2;6.8;90.51;24780
HE120C;39.2;130;123;9.5;16;12;98;74;49.9;0.712;18.17;1388;213.5;252.8;5.2;15.9;497.6;80.92;124.1;3.1;5.5;40.72;16120
HE120B;26.7;120;120;6.5;11;12;98;74;34;0.686;25.7;864.3;144;165.2;5;10.96;317.5;52.92;80.96;3;4.2;13.93;9409
HE120A;19.9;114;120;5;8;12;98;74;25.3;0.677;34.04;606.1;106.3;119.4;4.8;8.456;230.8;38.48;58.85;3;3.5;6.041;6471
HE120AA;14.6;109;120;4.2;5.5;12;98;74;18.6;0.669;45.94;413.3;75.84;84.11;4.7;6.903;158.8;26.46;40.62;2.9;2.9;2.591;4242
HE100M;41.8;120;106;12;20;12;80;56;53.2;0.619;14.81;1142;190.4;235.8;4.6;18.03;399.1;75.31;116.3;2.7;6.6;67.23;9925
HE100C;30.9;110;103;9;15;12;80;56;39.3;0.593;19.2;758.6;137.9;165.7;4.3;13.38;274.3;53.27;82.07;2.6;5.3;29.1;6163
HE100B;20.4;100;100;6;10;12;80;56;26;0.567;27.74;449.5;89.9;104.2;4.1;9.036;167.2;33.45;51.42;2.5;4;9.33;3375
HE100A;16.7;96;100;5;8;12;80;56;21.2;0.561;33.65;349.2;72.75;83.01;4;7.556;133.8;26.76;41.14;2.5;3.5;5.283;2581
HE100AA;12.2;91;100;4.2;5.5;12;80;56;15.6;0.553;45.17;236.5;51.97;58.35;3.8;6.147;92.06;18.41;28.44;2.4;2.9;2.325;1675
HL1100x607;607;1138;410;31;55;30;1028;968;773.1;3.802;6.23;1624100;28540;33000;45.7;376.4;63470;3096;4886;9;17.6;5789;185250000
HL1100x548;548;1128;407;28;50;30;1028;968;698.3;3.776;6.847;1456640;25820;29720;45.5;339.5;56400;2771;4358;8.9;16.3;4344;163220000
HL1100R;499;1118;405;26;45;30;1028;968;635.2;3.752;7.474;1305020;23340;26810;45.1;313.7;50000;2469;3879;8.8;15.1;3253;143400000
HL1100M;433;1108;402;22;40;30;1028;968;551.2;3.728;8.549;1136540;20510;23370;45.2;266.6;43420;2160;3370;8.8;13.7;2229;123500000
HL1100B;390;1100;400;20;36;30;1028;968;497;3.708;9.422;1016360;18470;20990;45;242.1;38490;1924;2995;8.7;12.7;1649;108680000
HL1100A;343;1090;400;18;31;30;1028;968;436.5;3.692;10.67;878350;16110;18270;44.6;216.9;33130;1656;2575;8.6;11.5;1104;92700000
HL1000x976;976;1108;428;50;89.9;30;928;868;1241.4;3.776;3.875;2348680;42390;50290;43.4;570.7;118520;5538;8838;9.7;26.4;24410;304410000
HL1000x883;883;1092;424;45.5;82;30;928;868;1125.3;3.737;4.23;2096410;38390;45260;43.1;516.4;104970;4951;7873;9.6;24.4;18510;265670000
HL1000x748;748;1068;417;39;70;30;928;868;953.4;3.674;4.909;1731940;32430;37880;42.6;438.9;85110;4082;6459;9.4;21.4;11550;210640000
HL1000x642;642;1048;412;34;60;30;928;868;817.6;3.624;5.646;1450580;27680;32090;42.1;379.6;70280;3411;5378;9.2;18.9;7381;170660000
HL1000x591;591;1040;409;31;55.9;30;928;868;752.7;3.602;6.096;1331030;25590;29520;42;346.3;64010;3130;4915;9.2;17.7;5895;154320000
HL1000x554;554;1032;408;29.5;52;30;928;868;705.8;3.585;6.47;1232370;23880;27490;41.7;328;59090;2896;4546;9.1;16.8;4834;141320000
HL1000x539;539;1030;407;28.4;51.1;30;928;868;687.2;3.58;6.637;1202530;23350;26820;41.8;316.3;57630;2832;4435;9.1;16.5;4529;137550000
HL1000x483;483;1020;404;25.4;46;30;928;868;615.1;3.554;7.36;1067480;20930;23920;41.6;282.7;50710;2510;3918;9;15.2;3306;119890000
HL1000x443;443;1012;402;23.6;41.9;30;928;868;563.7;3.533;7.985;966510;19100;21770;41.4;261.8;45490;2263;3529;8.9;14.2;2543;106730000
HL1000M;412;1008;402;21.1;40;30;928;868;525.1;3.53;8.563;910470;18060;20460;41.6;235.9;43400;2159;3348;9;13.6;2144;101450000
HL1000B;371;1000;400;19;36.1;30;928;868;472.8;3.51;9.457;813730;16270;18360;41.4;212.5;38580;1929;2984;9;12.6;1588;89440000
HL1000A;321;990;400;16.5;31;30;928;868;408.8;3.495;10.89;696440;14060;15790;41.2;184.5;33120;1656;2554;9;11.3;1033;76020000
HL1000AA;296;982;400;16.5;27.1;30;928;868;377.6;3.479;11.74;620310;12630;14250;40.5;181.5;28960;1448;2242;8.7;10.5;763.6;65890000
HL920x1377;1377;1093;473;76.7;115.1;25;862.8;812.8;1753.7;3.882;2.816;3035400;55540;67740;41.5;812.9;206350;8725;14160;10.8;33.6;60450;485320000
HL920x1269;1269;1093;461;64;115.1;25;862.8;812.8;1616.5;3.859;3.037;2901080;53080;64020;42.3;688.7;189900;8238;13130;10.8;32.3;52120;449320000
HL920x1194;1194;1081;457;60.5;109;25;862.8;812.8;1521.5;3.826;3.199;2696760;49890;59910;42;647.9;175050;7660;12190;10.7;30.7;44110;409540000
HL920x1077;1077;1061;451;55;99.1;25;862.8;812.8;1371.5;3.773;3.499;2379090;44840;53450;41.6;583.9;152760;6774;10740;10.5;28.2;33050;350470000
HL920x970;970;1043;446;50;89.9;25;862.8;812.8;1236.6;3.727;3.832;2104260;40350;47750;41.2;526.8;133870;6003;9497;10.3;25.9;24680;301870000
HL920x787;787;1011;437;40.9;73.9;25;862.8;812.8;1002;3.645;4.623;1649860;32630;38110;40.5;425.5;103310;4728;7431;10.1;21.7;13650;225650000
HL920x725;725;999;434;38.1;68.1;25;862.8;812.8;922.9;3.615;4.977;1496530;29960;34830;40.2;394;93210;4295;6739;10;20.3;10750;201000000
HL920x656;656;987;431;34.5;62;25;862.8;812.8;835.3;3.586;5.454;1339430;27140;31360;39.9;355.4;83050;3854;6027;9.9;18.7;8098;176960000
HL920x588;588;975;427;31;55.9;25;862.8;812.8;748.1;3.553;6.032;1185310;24310;27940;39.7;318.2;72770;3408;5314;9.8;17.2;5923;153180000
HL920x537;537;965;425;28.4;51.1;25;862.8;812.8;682.5;3.53;6.567;1069610;22160;25360;39.5;290.4;65560;3085;4799;9.7;15.9;4542;136510000
HL920x491;491;957;422;25.9;47;25;862.8;812.8;623.3;3.507;7.142;970410;20280;23090;39.3;264.5;59010;2796;4339;9.7;14.9;3520;121870000
HL920x449;449;948;423;24;42.7;25;862.8;812.8;571.4;3.497;7.766;878790;18540;21040;39.1;243.9;53980;2552;3953;9.7;13.8;2692;110360000
HL920x420;420;943;422;22.5;39.9;25;862.8;812.8;534.1;3.486;8.28;817410;17330;19620;39;228.5;50070;2373;3671;9.6;13.1;2208;101890000
HL920x390;390;936;420;21.3;36.6;25;862.8;812.8;494.3;3.466;8.891;745810;15930;18010;38.7;215.2;45270;2156;3334;9.5;12.3;1741;91390000
HL920x368;368;931;419;20.3;34.3;25;862.8;812.8;465.6;3.454;9.404;696290;14950;16880;38.5;204.5;42120;2010;3108;9.4;11.8;1452;84530000
HL920x344;344;927;418;19.3;32;25;862.8;812.8;437.2;3.444;9.984;649060;14000;15790;38.4;194.1;39010;1866;2884;9.4;11.2;1198;78000000
HLZ1100D;453;1087.4;460;22;37;35;;935.9;577.5;3.911;8.682;1156300;21260;24050;44.8;267.5;60150;2615;4057;10.2;13.7;2131;165560000
HLZ1100C;430;1083.4;459;21;35;35;;935.9;548.3;3.901;9.124;1091510;20140;22750;44.7;255.1;56520;2463;3817;10.1;13.2;1826;155000000
HLZ1100B;408;1079.4;458;20;33;35;;935.9;519.1;3.891;9.616;1027360;19030;21470;44.6;242.8;52940;2312;3581;10.1;12.7;1553;144640000
HLZ1100A;393;1075.4;458;20;31;35;;935.9;500.8;3.883;9.95;974190;18110;20480;44.2;241;49740;2172;3371;10;12.3;1358;135350000
HD400x1299;1299;600;476;100;140;20;320;280;1654.7;2.87;2.207;754950;25160;33260;21.3;519.4;254410;10680;16670;12.3;40.3;95520;133120000
HD400x1202;1202;580;471;95;130;20;320;280;1530.5;2.82;2.345;663970;22890;30030;20.8;482.9;228760;9714;15150;12.2;37.8;77190;114600000
HD400x1086;1086;569;454;78;125;20;320;280;1385.8;2.764;2.538;596070;20950;27230;20.7;399.7;196270;8646;13380;11.8;35.1;61220;96070000
HD400x990;990;550;448;71.9;115;20;320;280;1262.4;2.714;2.735;519260;18880;24300;20.2;362.1;173380;7740;11960;11.7;32.5;47490;81520000
HD400x900;900;531;442;65.9;106;20;320;280;1149.2;2.664;2.949;450550;16970;21640;19.7;325.9;153360;6939;10710;11.5;30.1;36880;68880000
HD400x818;818;514;437;60.5;97;20;320;280;1043.3;2.621;3.196;392540;15270;19270;19.3;294.5;135540;6203;9566;11.3;27.7;28210;58650000
HD400x744;744;498;432;55.6;88.9;20;320;280;948.1;2.578;3.459;342470;13750;17180;18.9;266.4;119940;5553;8553;11.2;25.6;21660;49980000
HD400x677;677;483;428;51.2;81.5;20;320;280;863.4;2.541;3.743;299820;12410;15360;18.6;241.6;106880;4994;7684;11.1;23.7;16680;42910000
HD400x634;634;474;424;47.6;77.1;20;320;280;808;2.514;3.956;274520;11580;14240;18.4;223.1;98260;4635;7121;11;22.5;13960;38570000
HD400x592;592;465;421;45;72.3;20;320;280;754.9;2.49;4.194;250510;10770;13160;18.1;209;90180;4284;6578;10.9;21.3;11520;34660000
HD400x551;551;455;418;42;67.6;20;320;280;701.4;2.464;4.466;226460;9954;12070;17.9;193.1;82500;3947;6055;10.8;20;9395;30870000
HD400x509;509;446;416;39.1;62.7;20;320;280;649;2.443;4.785;204880;9187;11050;17.7;178.3;75410;3625;5556;10.7;18.7;7513;27630000
HD400x463;463;435;412;35.8;57.4;20;320;280;589.5;2.412;5.199;180510;8299;9900;17.4;161.5;67040;3254;4981;10.6;17.4;5746;23840000
HD400x421;421;425;409;32.8;52.6;20;320;280;537.1;2.386;5.643;159930;7526;8903;17.2;146.6;60080;2938;4492;10.5;16.1;4416;20790000
HD400x382;382;416;406;29.8;48;20;320;280;487.1;2.362;6.159;141670;6811;7987;17;132.2;53620;2641;4033;10.4;14.9;3348;18120000
HD400x347;347;407;404;27.2;43.7;20;320;280;442;2.341;6.725;125300;6157;7161;16.8;119.7;48090;2380;3631;10.4;13.8;2532;15840000
HD400x314;314;399;401;24.9;39.6;20;320;280;399.2;2.318;7.37;110580;5543;6397;16.6;108.7;42600;2125;3239;10.3;12.7;1891;13740000
HD400x287;287;393;399;22.6;36.6;20;320;280;366.3;2.302;7.974;100060;5092;5835;16.4;98.62;38780;1944;2959;10.2;11.9;1484;12300000
HD400x262;262;387;398;21.1;33.3;20;320;280;334.6;2.289;8.676;89760;4638;5282;16.3;91.38;35020;1759;2678;10.2;11.1;1133;10940000
HD400x237;237;380;395;18.9;30.2;20;320;280;300.9;2.268;9.554;79130;4164;4708;16.1;81.62;31040;1571;2389;10.1;10.2;841.9;9489000
HD400x216;216;375;394;17.3;27.7;20;320;280;275.5;2.257;10.38;71490;3813;4285;16;74.59;28250;1434;2178;10;9.6;652.1;8514000
HD400x187;187;368;391;15;24;20;320;280;237.6;2.236;11.91;60540;3290;3665;15.9;64.63;23920;1223;1856;10;8.6;426.9;7073000
HD360x196;196;372;374;16.4;26.2;20;320;280;250.3;2.173;10.99;63980;3440;3860;15.9;70.62;22860;1222;1858;9.5;9.2;530.9;6828000
HD360x179;179;368;373;15;23.9;20;320;280;228.3;2.164;12;57790;3141;3505;15.8;64.6;20680;1109;1684;9.4;8.6;406;6119000
HD360x162;162;364;371;13.3;21.8;20;320;280;206.3;2.151;13.19;51890;2851;3162;15.8;57.66;18560;1000;1518;9.4;8;306.6;5431000
HD360x147;147;360;370;12.3;19.8;20;320;280;187.9;2.141;14.4;46640;2591;2861;15.6;53.19;16720;904;1371;9.3;7.5;233.3;4836000
HD360x134;134;356;369;11.2;18;20;320;280;170.6;2.131;15.77;41860;2352;2585;15.5;48.48;15080;817.3;1238;9.3;7;177.3;4305000
HD320x300;300;375;313;27;48;27;279;225;382.1;1.902;6.342;86900;4634;5521;15;120.4;24600;1572;2414;8;15.4;2631;6557000
HD320x245;245;359;309;21;40;27;279;225;312;1.866;7.618;68130;3795;4435;14.7;94.84;19700;1275;1950;7.9;13.2;1506;5003000
HD320x198;198;343;306;18;32;27;279;225;252.3;1.828;9.229;51890;3025;3479;14.3;79.51;15310;1000;1530;7.7;11.3;808.5;3695000
HD320x158;158;330;303;14.5;25.5;27;279;225;201.2;1.797;11.38;39640;2402;2718;14;64.18;11840;781.6;1193;7.6;9.7;424.9;2740000
HD320x127;127;320;300;11.5;20.5;27;279;225;161.3;1.771;13.98;30820;1926;2149;13.8;51.77;9238;615.9;939;7.5;8.4;230.4;2068000
HD320x97,6;97.6;310;300;9;15.5;27;279;225;124.4;1.756;17.99;22920;1479;1628;13.5;41.13;6985;465.6;709.7;7.4;7.1;111.8;1512000
HD320x74,2;74.2;301;300;8;11;27;279;225;94.6;1.74;23.44;16440;1092;1196;13.1;35.39;4959;330.6;505.7;7.2;6.1;53.58;1040000
HD260x299;299;335;278;31;55;24;225;177;380.5;1.679;5.621;64210;3833;4726;12.9;118.1;19770;1422;2189;7.2;16.9;3392;3860000
HD260x225;225;309;271;24;42;24;225;177;286.6;1.613;7.17;43750;2831;3395;12.3;89.18;13970;1031;1583;6.9;13.6;1533;2482000
HD260x172;172;290;268;18;32.5;24;225;177;219.6;1.575;9.135;31300;2159;2523;11.9;66.89;10440;779.7;1192;6.8;11.1;720.1;1728000
HD260x142;142;278;265;15.5;26.5;24;225;177;180.3;1.544;10.91;24330;1750;2015;11.6;56.64;8235;621.5;950.4;6.7;9.6;407.3;1299000
HD260x114;114;268;262;12.5;21.5;24;225;177;145.7;1.518;13.27;18910;1411;1599;11.3;46.07;6455;492.8;752.4;6.6;8.3;224.5;978900
HD260x93,0;93;260;260;10;17.5;24;225;177;118.4;1.499;16.12;14910;1147;1282;11.2;37.59;5134;394.9;602.2;6.5;7.3;126.6;753600
HD260x68,2;68.2;250;260;7.5;12.5;24;225;177;86.8;1.484;21.77;10450;836.3;919.7;10.9;28.75;3667;282.1;430.1;6.4;6;54.19;516300
HD260x54,1;54.1;244;260;6.5;9.5;24;225;177;69;1.474;27.23;7980;654.1;714.4;10.7;24.74;2788;214.4;327.7;6.3;5.3;30.09;382500
HP460x304;304;464;460;28.6;28.6;30;406.8;346.8;387;2.659;8.748;143910;6203;7063;19.2;149.4;46510;2022;3125;10.9;12;1215;21980000
HP460x269;269;457;457;25.4;25.4;30;406.8;346.8;343;2.64;9.803;125400;5488;6209;19.1;132.5;40490;1772;2732;10.8;11.1;860.1;18810000
HP460x234;234;451;454;22.1;22.1;30;406.8;346.8;298;2.622;11.2;107750;4778;5369;19;115.7;34530;1521;2340;10.7;10.1;576.8;15850000
HP460x202;202;445;451;19.1;19.1;30;406.8;346.8;257;2.604;12.87;91880;4129;4610;18.8;100.5;29240;1297;1992;10.6;9.2;381.9;13240000
HP400x231;231;372;402;26;26;20;320;280;294.2;2.266;9.763;70610;3796;4335;15.4;103.7;28200;1403;2160;9.7;10.1;733;8425000
HP400x213;213;368;400;24;24;20;320;280;270.7;2.254;10.55;64270;3493;3970;15.3;95.59;25640;1282;1971;9.7;9.5;577.2;7573000
HP400x194;194;364;398;22;22;20;320;280;247.5;2.242;11.47;58110;3193;3611;15.2;87.47;23150;1163;1786;9.6;8.9;445.7;6759000
HP400x176;176;360;396;20;20;20;320;280;224.3;2.23;12.58;52120;2895;3258;15.1;79.43;20720;1046;1605;9.5;8.3;336.3;5982000
HP400x158;158;356;394;18;18;20;320;280;201.4;2.218;13.93;46290;2600;2911;15.1;71.47;18370;932.5;1427;9.5;7.7;246.7;5240000
HP400x140;140;352;392;16;16;20;320;280;178.6;2.206;15.61;40630;2308;2570;15;63.59;16070;820.3;1254;9.4;7.1;175;4533000
HP400x122;122;348;390;14;14;20;320;280;155.9;2.194;17.75;35120;2018;2235;14.9;55.79;13850;710.4;1084;9.3;6.5;119.1;3860000
HP360x180;180;362.9;378.8;21.1;21.1;20;320.6;280.6;229.5;2.164;11.94;53380;2941;3327;15.2;83.99;19140;1010;1554;9.1;8.6;382.6;5582000
HP360x174;174;361.4;378.5;20.3;20.4;20;320.6;280.6;221.5;2.162;12.35;51350;2841;3208;15.1;80.81;18460;975.7;1499;9;8.4;344.9;5359000
HP360x152;152;356.4;376;17.8;17.9;20;320.6;280.6;193.7;2.147;14.02;44310;2486;2789;15;70.84;15880;844.6;1295;9;7.7;234.8;4542000
HP360x133;133;352;373.8;15.6;15.7;20;320.6;280.6;169.4;2.134;15.91;38320;2177;2427;14.9;62.17;13680;732;1120;8.9;7;160.2;3864000
HP360x109;109;346.4;371;12.8;12.9;20;320.6;280.6;138.7;2.117;19.24;30970;1788;1978;14.8;51.28;10980;592.4;904.6;8.8;6.2;91.19;3052000
HP320x184;184;329;317;25;25;27;279;225;234.5;1.83;9.941;42340;2574;2979;13.4;95.75;13330;841.1;1311;7.5;10.6;586.4;3066000
HP320x147;147;319;312;20;20;27;279;225;186.9;1.8;12.27;32670;2048;2338;13.2;76.85;10160;651.2;1011;7.3;9.1;309.6;2262000
HP320x117;117;311;308;16;16;27;279;225;149.5;1.776;15.14;25470;1638;1848;13;62.09;7814;507.4;785.5;7.2;7.9;166.9;1695000
HP320x103;103;307;306;14;14;27;279;225;131;1.764;17.15;22050;1436;1611;12.9;54.83;6704;438.1;677.2;7.1;7.3;116.8;1434000
HP320x88;88.5;303;304;12;12;27;279;225;112.7;1.752;19.8;18740;1237;1378;12.8;47.65;5633;370.6;572;7;6.7;78.74;1189000
HP305x223;223;337.9;325.7;30.3;30.4;20;277.1;237.1;284;1.884;8.409;52950;3134;3672;13.6;108.7;17580;1079;1682;7.8;11.4;977;4138000
HP305x186;186;328.3;320.9;25.5;25.6;20;277.1;237.1;236.9;1.855;9.912;42860;2611;3022;13.4;90.86;14140;881.7;1369;7.7;10;583.3;3229000
HP305x180;180;326.7;319.7;24.8;24.8;20;277.1;237.1;229.3;1.848;10.2;41220;2523;2915;13.3;88.22;13550;847.7;1315;7.6;9.7;532.2;3077000
HP305x149;149;318.5;316;20.6;20.7;20;277.1;237.1;189.9;1.825;12.15;33320;2092;2389;13.1;73.06;10910;690.7;1067;7.5;8.5;310.3;2413000
HP305x126;126;312.3;312.9;17.5;17.6;20;277.1;237.1;160.6;1.807;14.2;27660;1771;2004;13;62.04;9005;575.5;887.3;7.4;7.6;192.8;1951000
HP305x110;110;307.9;310.7;15.3;15.4;20;277.1;237.1;140.1;1.794;16.15;23810;1547;1739;12.9;54.34;7712;496.4;763.6;7.3;6.9;131;1646000
HP305x95;94.9;303.7;308.7;13.3;13.3;20;277.1;237.1;121;1.781;18.54;20300;1336;1493;12.8;47.37;6531;423.1;649.7;7.3;6.3;86.88;1374000
HP305x88;88.5;301.7;307.8;12.4;12.3;20;277.1;237.1;112.1;1.775;19.92;18680;1238;1379;12.8;44.23;5986;389;596.9;7.2;6;70.29;1251000
HP305x79;78.9;299.3;306.4;11;11.1;20;277.1;237.1;100.5;1.768;22.09;16690;1115;1237;12.7;39.57;5328;347.8;532.8;7.2;5.6;52.15;1105000
HP260x87;87.3;253;267;14;14;24;225;177;111;1.505;17.24;12580;994.9;1123;10.6;45.12;4455;333.7;516.1;6.3;7;96.57;634200
HP260x75;75;249;265;12;12;24;225;177;95.5;1.493;19.91;10640;855.1;958.5;10.5;39.14;3732;281.7;435;6.2;6.4;64.28;522600
HP220x57;57.2;210;224.5;11;11;18;188;152;72.9;1.265;22.12;5729;545.6;613.6;8.8;28.63;2079;185.2;285.5;5.3;5.4;37.61;205300
HP200x53;53.5;204;207;11.3;11.3;10;181.4;161.4;68.4;1.196;22.36;4977;487.9;551.2;8.5;24.89;1673;161.6;248.5;4.9;4.5;31.94;155000
HP200x43;42.5;200;205;9;9;10;182;162;54.1;1.185;27.88;3887;388.7;434.5;8.4;19.84;1293;126.2;193.3;4.8;3.8;16.34;117800
UBP460x460x304;304;464;460;28.6;28.6;30;406.8;346.8;387;2.659;8.748;143910;6203;7063;19.2;149.4;46510;2022;3125;10.9;12;1215;21980000
UBP460x460x269;269;457;457;25.4;25.4;30;406.8;346.8;343;2.64;9.803;125400;5488;6209;19.1;132.5;40490;1772;2732;10.8;11.1;860.1;18810000
UBP460x460x234;234;451;454;22.1;22.1;30;406.8;346.8;298;2.622;11.2;107750;4778;5369;19;115.7;34530;1521;2340;10.7;10.1;576.8;15850000
UBP460x460x202;202;445;451;19.1;19.1;30;406.8;346.8;257;2.604;12.87;91880;4129;4610;18.8;100.5;29240;1297;1992;10.6;9.2;381.9;13240000
UBP406x406x272;272;419;413;28.6;28.6;20;361.8;321.8;343.1;2.398;8.902;102530;4894;5607;17.2;126.5;33660;1630;2519;9.9;10.9;1020;12790000
UBP406x406x242;242;413;410;25.4;25.4;20;361.8;321.8;303.7;2.381;9.987;89460;4332;4930;17.1;112;29230;1426;2199;9.8;9.9;716;10950000
UBP406x406x211;211;406;406;22.2;22.2;20;361.8;321.8;264;2.357;11.37;76270;3757;4245;16.9;97.51;24800;1221;1879;9.6;9;478.7;9118000
UBP406x406x181;181;400;403;19.1;19.1;20;361.8;321.8;226.5;2.339;13.16;64490;3224;3617;16.8;83.82;20860;1035;1588;9.5;8;307;7557000
UBP406x406x151;151;394;400;15.9;15.9;20;361.8;321.8;188.2;2.322;15.72;52850;2683;2986;16.7;69.91;16970;848.8;1299;9.4;7.1;179.7;6061000
UBP406x406x131;131;389;398;13.7;13.7;20;361.8;321.8;162;2.308;18.15;44880;2307;2554;16.6;60.32;14400;724;1105;9.4;6.4;116.9;5068000
UBP356x368x174;174;361.4;378.5;20.3;20.4;20;320.6;280.6;221.5;2.162;12.35;51350;2841;3208;15.1;80.81;18460;975.7;1499;9;8.4;344.9;5359000
UBP356x368x152;152;356.4;376;17.8;17.9;20;320.6;280.6;193.7;2.147;14.02;44310;2486;2789;15;70.84;15880;844.6;1295;9;7.7;234.8;4542000
UBP356x368x133;133;352;373.8;15.6;15.7;20;320.6;280.6;169.4;2.134;15.91;38320;2177;2427;14.9;62.17;13680;732;1120;8.9;7;160.2;3864000
UBP356x368x109;109;346.4;371;12.8;12.9;20;320.6;280.6;138.7;2.117;19.24;30970;1788;1978;14.8;51.28;10980;592.4;904.6;8.8;6.2;91.19;3052000
UBP305x305x223;223;337.9;325.7;30.3;30.4;20;277.1;237.1;284;1.884;8.409;52950;3134;3672;13.6;108.7;17580;1079;1682;7.8;11.4;977;4138000
UBP305x305x186;186;328.3;320.9;25.5;25.6;20;277.1;237.1;236.9;1.855;9.912;42860;2611;3022;13.4;90.86;14140;881.7;1369;7.7;10;583.3;3229000
UBP305x305x149;149;318.5;316;20.6;20.7;20;277.1;237.1;189.9;1.825;12.15;33320;2092;2389;13.1;73.06;10910;690.7;1067;7.5;8.5;310.3;2413000
UBP305x305x126;126;312.3;312.9;17.5;17.6;20;277.1;237.1;160.6;1.807;14.2;27660;1771;2004;13;62.04;9005;575.5;887.3;7.4;7.6;192.8;1951000
UBP305x305x110;110;307.9;310.7;15.3;15.4;20;277.1;237.1;140.1;1.794;16.15;23810;1547;1739;12.9;54.34;7712;496.4;763.6;7.3;6.9;131;1646000
UBP305x305x95;94.9;303.7;308.7;13.3;13.3;20;277.1;237.1;120.9;1.781;18.54;20300;1336;1493;12.8;47.37;6531;423.1;649.7;7.3;6.3;86.88;1374000
UBP305x305x88;88;301.7;307.8;12.4;12.3;20;277.1;237.1;112.1;1.775;19.92;18680;1238;1379;12.8;44.23;5986;389;596.9;7.2;6;70.29;1251000
UBP305x305x79;78.9;299.3;306.4;11;11.1;20;277.1;237.1;100.5;1.768;22.09;16690;1115;1237;12.7;39.57;5328;347.8;532.8;7.2;5.6;52.15;1105000
UBP254x254x85;85.1;254.3;260.4;14.4;14.3;13;225.7;199.7;108.4;1.499;17.61;12290;966.7;1093;10.6;39.72;4215;323.7;497.9;6.2;5.8;82.17;605900
UBP254x254x71;71;249.7;258;12;12;13;225.7;199.7;90.4;1.485;20.91;10070;807.2;904.6;10.5;33.09;3439;266.6;408.8;6.1;5.1;48.64;485100
UBP254x254x63;63;247.1;256.6;10.6;10.7;13;225.7;199.7;80.2;1.477;23.43;8868;717.7;800;10.5;29.29;3016;235;359.7;6.1;4.7;34.48;420900
UBP203x203x54;53.9;204;207.7;11.3;11.4;10;181.2;161.2;68.7;1.199;22.24;5024;492.5;556.3;8.5;24.9;1705;164.1;252.3;4.9;4.5;32.56;157800
UBP203x203x45;44.9;200.2;205.9;9.5;9.5;10;181.2;161.2;57.2;1.188;26.46;4097;409.3;458.5;8.4;20.87;1383;134.4;206;4.9;4;19.15;125600
UB1100x400x607;607;1138;410;31;55;30;1028;968;773.1;3.802;6.23;1624100;28540;33000;45.7;376.4;63470;3096;4886;9;17.6;5789;185250000
UB1100x400x548;548;1128;407;28;50;30;1028;968;698.3;3.776;6.847;1456640;25820;29720;45.5;339.5;56400;2771;4358;8.9;16.3;4344;163220000
